12-03-2015 07:00;0xc35c9_12-03-15 7:xx - 23-03-15 0:42;271.5726277457958;0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking;0.0
10-03-2015 12:00;0xc35c9_10-03-15 12:xx - 10-03-15 13:26;10275.049247988547
14-03-2015 01:00;0x6cafd_14-03-15 13:xx - 18-04-15 16:29;1633.218671746807
10-03-2015 01:00;0xc35c9_10-03-15 12:xx - 10-03-15 13:26;6414.6494239585045;0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking;0.0
12-03-2015 08:00;0xc35c9_12-03-15 7:xx - 23-03-15 0:42;405.8936675090836
15-03-2015 08:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;2460.1402927732474
16-03-2015 12:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;33.62470843328588
16-03-2015 04:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;86.73053073330837
14-03-2015 02:00;0x6cafd_14-03-15 13:xx - 18-04-15 16:29;2892.301821399189
14-03-2015 03:00;0x6cafd_14-03-15 13:xx - 18-04-15 16:29;7522.358258653467
15-03-2015 10:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;25.616858261301495
16-03-2015 02:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;124.91190769380194
16-03-2015 06:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;18.14577058055351
16-03-2015 10:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;18.910856645284667;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;18.910856645284667
14-03-2015 04:00;0x6cafd_14-03-15 13:xx - 18-04-15 16:29;2727.1522375204263
15-03-2015 11:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;34.8968882246467
16-03-2015 03:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;124.72595596557792
16-03-2015 07:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;18.961169659370974
16-03-2015 08:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;40.28852076879164
16-03-2015 11:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;21.68137255958079;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;21.68137255958079
16-03-2015 03:00;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;94.11045956994116
16-03-2015 07:00;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;37.63324126706023
16-03-2015 11:00;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;18.31361902076718
17-03-2015 03:00;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;77.59800295954588
17-03-2015 08:00;0x6d679_17-03-15 7:xx - 20-03-15 18:18;172.4649619385872
16-03-2015 02:00;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;13.867187464089962
16-03-2015 06:00;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;257.1049007039554;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;33.3895746915479
16-03-2015 10:00;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;45.05208838247852
17-03-2015 02:00;0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking;69.46544270143441
15-03-2015 09:00;0x6d679_15-03-15 20:xx - 16-03-15 12:24;3473.2438809061136
16-03-2015 12:00;0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking;15.932090644652446;0x6d679_15-03-15 20:xx - 16-03-15 12:24;4.637515914547558
